rain_risk,wind_risk,visibility_risk,slope_risk,traffic_risk_index,night_flag,monsoon_flag,road_type_enc,terrain_enc,risk_score,risk_class
0.2,0.1,0.3,1.0,41,0,0,4,3,42.58,Moderate
1.0,0.6,0.6,1.0,45,1,1,4,3,80.5,Dangerous
0.2,0.3,0.1,1.0,43,0,0,2,3,37.74,Moderate
0.2,0.1,0.3,1.0,42,0,0,4,3,42.76,Moderate
1.0,0.6,0.6,1.0,57,0,1,4,3,74.66,Dangerous
0.2,0.1,0.6,1.0,22,1,0,2,3,48.36,Moderate
0.7,0.3,0.6,0.7,49,0,1,1,2,51.82,Moderate
1.0,1.0,0.6,0.4,66,1,1,1,2,70.28,Dangerous
0.2,0.1,0.1,0.1,31,0,0,1,1,12.78,Safe
1.0,1.0,1.0,0.4,57,0,1,1,2,67.06,Dangerous
1.0,0.6,0.1,0.7,53,0,1,1,2,52.34,Moderate
0.4,0.3,0.3,0.4,31,0,0,1,2,28.78,Safe
0.2,0.1,0.3,0.1,44,1,0,1,1,26.32,Safe
0.2,0.1,0.1,0.7,25,0,0,2,3,29.3,Safe
0.4,0.1,0.6,0.7,29,1,0,4,3,53.22,Moderate
1.0,0.3,0.6,0.7,44,1,1,4,3,74.32,Dangerous
0.2,0.1,0.1,1.0,14,1,0,2,3,38.92,Moderate
0.2,0.3,0.3,1.0,23,0,0,2,3,37.34,Moderate
0.2,0.1,0.3,1.0,40,0,0,4,3,42.4,Moderate
0.4,0.3,0.1,1.0,26,0,0,2,3,38.28,Moderate
0.2,0.1,0.1,0.7,26,1,0,4,3,41.08,Moderate
1.0,0.3,0.3,1.0,58,0,1,4,3,67.64,Dangerous
1.0,0.6,1.0,0.7,52,1,1,4,3,84.56,Dangerous
1.0,1.0,0.1,1.0,58,0,1,4,3,70.04,Dangerous
0.7,1.0,0.6,1.0,36,1,1,4,3,76.68,Dangerous
0.2,0.3,0.3,1.0,42,0,0,4,3,44.36,Moderate
1.0,1.0,0.6,1.0,51,1,1,4,3,84.78,Dangerous
0.2,0.3,0.6,0.7,64,1,0,4,3,57.52,Moderate
0.4,0.6,0.6,1.0,34,1,1,4,3,67.72,Dangerous
0.2,0.1,0.6,1.0,25,1,0,4,3,52.5,Moderate
0.2,0.1,0.3,1.0,14,1,0,2,3,42.12,Moderate
0.2,0.1,0.3,1.0,46,0,0,4,3,43.48,Moderate
1.0,1.0,0.6,1.0,60,0,1,4,3,78.4,Dangerous
0.2,0.3,0.1,1.0,36,0,0,4,3,40.08,Moderate
0.2,0.3,0.3,0.4,27,1,0,1,2,32.46,Moderate
1.0,0.3,0.6,0.4,43,1,1,1,2,60.54,Dangerous
1.0,0.6,0.3,0.4,50,0,1,1,2,51.4,Moderate
1.0,0.3,0.6,1.0,48,0,1,2,3,67.04,Dangerous
0.2,0.3,0.1,1.0,35,0,0,2,3,36.3,Moderate
0.2,0.3,0.3,0.4,17,1,0,1,2,30.66,Moderate
1.0,1.0,0.6,0.4,59,1,1,1,2,69.02,Dangerous
0.2,0.1,0.3,0.7,25,1,0,1,2,34.1,Moderate
1.0,0.3,0.1,0.1,48,0,1,1,1,37.84,Moderate
0.7,0.3,0.3,0.1,47,1,1,1,1,43.46,Moderate
0.2,0.3,0.3,0.7,31,0,0,1,2,28.78,Safe
0.2,0.1,0.1,0.7,42,0,0,1,2,25.96,Safe
0.2,0.1,0.1,0.7,23,1,0,1,2,30.54,Moderate
0.4,0.1,0.1,0.1,26,1,0,1,1,23.48,Safe
0.7,0.3,0.3,0.1,55,1,1,1,1,44.9,Moderate
0.4,0.1,0.3,1.0,41,0,0,4,3,46.18,Moderate
0.2,0.3,0.3,0.7,27,0,0,1,2,28.06,Safe
1.0,1.0,0.3,1.0,58,0,1,4,3,73.24,Dangerous
0.2,0.3,0.3,1.0,49,0,0,4,3,45.62,Moderate
0.2,0.1,0.1,1.0,42,0,0,4,3,39.56,Moderate
0.4,0.3,0.1,1.0,37,0,0,2,3,40.26,Moderate
0.7,0.3,1.0,0.7,64,0,1,4,3,70.92,Dangerous
0.4,0.3,0.1,0.7,58,0,0,4,3,44.04,Moderate
0.4,0.1,0.1,1.0,38,0,0,2,3,38.84,Moderate
0.2,0.1,0.3,0.4,23,1,0,1,2,30.14,Moderate
0.2,0.1,0.3,0.4,39,1,0,1,2,33.02,Moderate
0.2,0.1,0.1,0.1,31,0,0,1,1,12.78,Safe
0.2,0.3,0.1,0.1,36,0,0,1,1,15.28,Safe
0.2,0.1,0.1,0.7,46,0,0,1,2,26.68,Safe
0.2,0.3,0.3,1.0,47,0,0,4,3,45.26,Moderate
0.2,0.3,0.3,1.0,27,1,0,2,3,46.06,Moderate
0.2,0.3,0.3,1.0,55,0,0,4,3,46.7,Moderate
0.7,1.0,0.6,0.7,51,0,1,4,3,67.78,Dangerous
0.2,0.1,0.6,0.7,17,1,0,2,3,43.86,Moderate
0.2,0.1,0.3,0.4,33,0,0,1,2,23.94,Safe
0.2,0.3,0.1,0.1,28,1,0,1,1,21.84,Safe
0.7,0.6,0.6,0.4,38,1,1,1,2,56.64,Moderate
0.2,0.3,0.1,0.1,21,1,0,1,1,20.58,Safe
0.2,0.3,0.3,0.1,35,1,0,1,1,26.3,Safe
0.2,0.3,0.1,0.1,32,0,0,1,1,14.56,Safe
1.0,1.0,0.3,0.1,45,0,1,1,1,46.1,Moderate
0.2,0.3,0.6,0.1,46,1,0,1,1,33.08,Moderate
0.4,0.3,0.3,0.1,36,0,0,1,1,22.08,Safe
0.4,1.0,0.3,0.7,64,0,1,4,3,59.92,Moderate
1.0,0.6,0.6,0.4,59,0,1,1,2,57.82,Moderate
0.7,1.0,0.3,1.0,48,0,1,4,3,66.04,Dangerous
0.2,0.1,0.1,0.7,36,1,0,4,3,42.88,Moderate
0.2,0.3,0.1,0.7,60,0,0,4,3,40.8,Moderate
0.2,0.1,0.1,0.7,37,0,0,4,3,35.06,Moderate
0.4,0.3,0.3,0.1,33,0,0,1,1,21.54,Safe
0.2,0.3,0.6,0.1,16,1,0,1,1,27.68,Safe
0.2,0.3,0.1,0.4,51,0,0,1,2,25.58,Safe
0.2,0.1,0.3,0.4,30,1,0,1,2,31.4,Moderate
0.4,1.0,0.1,0.4,45,0,1,1,2,39.7,Moderate
0.2,0.1,0.1,0.4,48,0,0,1,2,23.44,Safe
1.0,1.0,0.6,0.7,62,1,1,1,2,73.16,Dangerous
0.4,0.1,0.3,0.4,24,1,0,1,2,33.92,Moderate
0.4,0.3,0.3,0.1,49,1,1,1,1,38.42,Moderate
0.2,0.3,0.1,0.4,27,0,0,1,1,17.26,Safe
1.0,1.0,0.6,0.1,42,1,1,1,1,58.36,Moderate
0.4,0.1,0.3,0.4,37,0,0,1,2,28.26,Safe
0.0,0.3,0.3,0.4,27,0,0,1,2,20.86,Safe
1.0,1.0,0.6,0.4,59,1,1,1,2,69.02,Dangerous
0.2,0.1,0.3,0.7,24,1,0,1,2,33.92,Moderate
0.2,0.1,0.1,0.7,30,0,0,1,2,23.8,Safe
0.4,0.1,0.1,0.1,28,1,0,1,1,23.84,Safe
0.2,0.1,0.3,0.1,30,0,0,1,1,15.8,Safe
0.2,0.1,0.3,0.1,46,1,0,1,1,26.68,Safe
0.4,0.1,0.1,1.0,35,0,0,2,3,38.3,Moderate
1.0,1.0,0.6,1.0,53,0,1,2,3,73.54,Dangerous
0.2,0.1,0.1,1.0,28,1,0,4,3,45.04,Moderate
0.2,0.1,0.3,1.0,37,0,0,4,3,41.86,Moderate
0.2,0.1,0.3,1.0,29,0,0,2,3,36.82,Moderate
0.2,0.1,0.1,1.0,44,0,0,2,3,36.32,Moderate
0.2,0.3,0.3,1.0,49,0,0,4,3,45.62,Moderate
0.2,0.3,0.3,1.0,20,1,0,2,3,44.8,Moderate
0.2,0.3,0.1,1.0,28,1,0,4,3,46.64,Moderate
0.2,0.3,0.1,0.7,27,1,0,1,2,32.86,Moderate
0.2,0.3,0.3,1.0,24,1,0,4,3,49.12,Moderate
1.0,0.3,0.6,0.7,47,0,1,1,2,56.86,Moderate
0.2,0.3,0.3,0.7,40,0,0,4,3,40.4,Moderate
0.4,0.3,0.3,1.0,25,1,1,2,3,55.3,Moderate
0.4,0.3,0.3,0.4,30,0,0,1,2,28.6,Safe
0.2,0.3,0.6,0.4,48,1,0,1,2,41.04,Moderate
1.0,0.6,0.3,0.4,40,1,1,1,2,57.6,Moderate
1.0,0.3,0.6,0.7,56,0,1,4,3,68.48,Dangerous
0.4,1.0,0.3,1.0,58,1,1,4,3,70.44,Dangerous
0.2,0.3,0.1,0.7,42,0,0,4,3,37.56,Moderate
0.2,0.1,0.1,1.0,43,0,0,4,3,39.74,Moderate
0.2,0.3,0.3,0.4,41,0,0,1,2,26.98,Safe
0.2,0.3,0.1,0.1,33,0,0,1,1,14.74,Safe
0.2,0.1,0.1,0.1,45,0,0,1,1,15.3,Safe
0.4,0.3,0.1,0.4,50,0,0,1,2,29.0,Safe
0.2,0.1,0.3,0.1,27,0,0,1,1,15.26,Safe
0.7,0.3,0.1,0.1,35,0,1,1,1,30.1,Moderate
0.2,0.1,0.1,0.7,39,0,0,1,2,25.42,Safe
0.4,1.0,0.3,0.4,42,0,1,1,2,42.36,Moderate
0.2,0.3,0.6,0.1,49,1,0,1,1,33.62,Moderate
0.2,0.1,0.3,0.1,26,0,0,1,1,15.08,Safe
0.2,0.3,0.1,1.0,29,1,0,4,3,46.82,Moderate
0.2,0.3,0.1,0.1,35,0,0,1,1,15.1,Safe
0.2,0.3,0.1,0.1,33,0,0,1,1,14.74,Safe
0.2,0.1,0.3,0.4,16,1,0,1,2,28.88,Safe
0.2,0.1,0.3,0.1,42,0,0,1,1,17.96,Safe
1.0,0.3,0.3,0.1,57,1,1,1,1,50.66,Moderate
1.0,0.3,0.3,0.7,52,0,1,1,2,52.96,Moderate
0.2,0.1,0.3,0.4,22,1,0,1,2,29.96,Safe
0.2,0.3,0.1,0.4,47,0,0,1,2,24.86,Safe
0.2,0.1,0.3,0.1,45,0,0,1,1,18.5,Safe
1.0,0.6,0.6,0.7,46,0,1,1,2,59.08,Moderate
1.0,1.0,0.6,0.1,45,0,1,1,1,50.9,Moderate
0.2,0.1,0.3,0.7,32,0,0,1,2,27.36,Safe
0.2,0.1,0.1,0.1,20,1,0,1,1,18.8,Safe
0.2,0.3,0.3,0.4,21,1,0,1,2,31.38,Moderate
0.7,0.3,0.3,0.4,48,0,1,1,2,43.24,Moderate
0.2,0.3,0.3,0.7,29,0,0,1,2,28.42,Safe
1.0,0.6,0.6,1.0,40,1,1,2,3,76.0,Dangerous
0.2,0.3,0.3,1.0,57,0,0,4,3,47.06,Moderate
0.2,0.3,0.3,1.0,41,0,0,4,3,44.18,Moderate
0.2,0.1,0.3,0.1,23,1,0,1,1,22.54,Safe
0.2,0.1,0.1,0.1,26,0,0,1,1,11.88,Safe
1.0,0.6,1.0,0.4,41,1,1,1,2,68.98,Dangerous
0.2,0.1,0.3,0.1,18,1,0,1,1,21.64,Safe
1.0,1.0,0.6,0.4,37,1,1,1,2,65.06,Dangerous
0.2,0.1,0.6,0.1,16,1,0,1,1,26.08,Safe
0.7,0.3,1.0,0.1,35,1,1,1,1,52.5,Moderate
0.2,0.3,0.3,0.4,42,0,0,1,2,27.16,Safe
0.2,0.1,0.6,0.4,25,1,0,1,2,35.3,Moderate
0.4,0.1,0.3,0.4,30,0,0,1,2,27.0,Safe
0.2,0.3,0.3,1.0,43,1,0,2,3,48.94,Moderate
0.7,0.3,0.6,0.7,62,1,1,4,3,72.16,Dangerous
0.2,0.3,0.3,1.0,48,0,0,4,3,45.44,Moderate
0.2,0.1,0.3,1.0,23,1,0,4,3,47.34,Moderate
0.2,0.1,0.1,0.7,34,0,0,1,2,24.52,Safe
0.2,0.3,0.3,0.1,38,0,0,1,1,18.84,Safe
0.2,0.3,0.3,0.4,49,0,0,1,2,28.42,Safe
0.4,0.3,0.3,0.4,33,1,0,1,2,37.14,Moderate
0.7,0.3,1.0,0.1,26,1,1,1,1,50.88,Moderate
0.2,0.3,0.1,0.7,26,0,0,1,2,24.68,Safe
0.7,1.0,0.1,0.4,53,0,1,1,2,46.54,Moderate
0.2,0.1,0.3,0.4,43,0,0,1,2,25.74,Safe
0.4,0.3,0.1,0.4,30,0,1,1,2,31.4,Moderate
0.2,0.3,0.6,0.1,43,1,0,1,1,32.54,Moderate
1.0,0.3,0.6,0.4,49,0,1,1,2,53.62,Moderate
0.4,0.1,0.1,0.7,48,0,0,1,2,30.64,Moderate
0.2,0.1,0.6,0.1,28,1,0,1,1,28.24,Safe
1.0,1.0,0.3,0.1,63,0,1,1,1,49.34,Moderate
0.2,0.3,0.6,0.1,16,1,0,1,1,27.68,Safe
0.2,0.3,0.3,0.1,25,0,0,1,1,16.5,Safe
0.2,0.1,0.3,0.4,26,0,0,1,2,22.68,Safe
1.0,0.6,0.3,0.4,51,0,1,1,2,51.58,Moderate
0.2,0.3,0.6,0.1,24,1,0,1,1,29.12,Safe
1.0,0.3,0.3,0.7,58,0,1,1,2,54.04,Moderate
0.4,0.6,0.3,0.7,44,0,1,1,2,43.12,Moderate
0.4,1.0,0.3,0.1,37,0,1,1,1,33.86,Moderate
0.2,0.3,0.3,0.1,45,0,0,1,1,20.1,Safe
0.2,0.1,0.3,0.1,38,0,0,1,1,17.24,Safe
0.4,0.3,0.1,0.1,33,0,1,1,1,24.34,Safe
1.0,1.0,0.6,0.1,59,1,1,1,1,61.42,Dangerous
0.7,0.6,0.3,1.0,35,0,1,2,3,56.9,Moderate
1.0,0.3,1.0,1.0,51,1,1,4,3,85.58,Dangerous
0.2,0.3,0.3,1.0,23,1,0,2,3,45.34,Moderate
0.2,0.1,0.6,1.0,32,1,0,4,3,53.76,Moderate
1.0,0.6,0.6,0.4,61,0,1,1,2,58.18,Moderate
0.2,0.3,0.3,0.7,30,1,0,1,2,36.6,Moderate
0.2,0.3,0.6,0.4,42,1,0,1,2,39.96,Moderate
0.2,0.3,0.6,0.7,16,1,0,1,2,38.88,Moderate
1.0,0.3,0.6,1.0,42,0,1,2,3,65.96,Dangerous
0.2,0.1,0.1,1.0,31,0,0,2,3,33.98,Moderate
1.0,0.6,0.6,0.4,48,0,1,1,2,55.84,Moderate
0.7,0.6,0.3,0.1,30,1,1,1,1,42.8,Moderate
1.0,0.3,0.3,0.4,51,0,1,1,2,49.18,Moderate
0.2,0.3,0.1,0.4,17,1,0,1,2,27.46,Safe
0.4,0.3,0.1,1.0,65,0,0,4,3,48.9,Moderate
0.2,0.1,0.1,0.7,47,0,0,4,3,36.86,Moderate
0.2,0.1,0.6,1.0,58,1,0,4,3,58.44,Moderate
1.0,1.0,0.3,1.0,47,1,1,4,3,79.26,Dangerous
1.0,0.3,0.6,0.7,55,0,1,4,3,68.3,Dangerous
0.2,0.1,0.6,1.0,31,1,0,4,3,53.58,Moderate
0.2,0.3,0.1,0.1,48,0,0,1,1,17.44,Safe
0.2,0.1,0.1,0.1,45,0,0,1,1,15.3,Safe
0.2,0.3,0.3,0.1,24,1,0,1,1,24.32,Safe
0.2,0.3,0.3,0.7,43,0,0,1,2,30.94,Moderate
0.4,0.3,0.1,0.7,38,0,0,1,2,30.44,Moderate
0.4,0.3,0.1,0.4,45,0,0,1,2,28.1,Safe
0.4,0.3,0.1,0.4,45,0,0,1,2,28.1,Safe
0.2,0.3,0.1,0.4,19,1,0,1,2,27.82,Safe
1.0,0.3,0.6,0.7,48,1,1,4,3,75.04,Dangerous
0.2,0.1,0.1,0.4,17,1,0,1,2,25.86,Safe
0.2,0.3,0.1,1.0,35,1,0,4,3,47.9,Moderate
0.2,0.3,0.1,0.7,40,0,0,4,3,37.2,Moderate
0.4,0.1,0.1,1.0,19,1,0,2,3,43.42,Moderate
0.2,0.3,0.3,0.7,58,1,0,4,3,51.64,Moderate
0.2,0.1,0.6,0.7,32,1,0,4,3,50.16,Moderate
0.2,0.3,0.3,0.1,32,0,0,1,1,17.76,Safe
0.2,0.3,0.3,0.1,27,1,0,1,1,24.86,Safe
0.2,0.3,0.6,0.1,29,0,0,1,1,22.02,Safe
0.4,0.1,0.1,0.1,26,1,0,1,1,23.48,Safe
0.2,0.3,0.1,0.1,33,0,0,1,1,14.74,Safe
0.2,0.3,0.3,0.7,40,1,0,1,2,38.4,Moderate
0.7,0.6,0.3,0.4,40,0,1,1,2,44.2,Moderate
0.4,0.1,0.3,0.1,30,1,0,1,1,27.4,Safe
0.2,0.1,0.3,0.4,45,0,0,1,2,26.1,Safe
0.2,0.1,0.3,0.4,35,0,0,1,2,24.3,Safe
0.2,0.3,0.1,0.1,22,1,0,1,1,20.76,Safe
0.2,0.3,0.1,0.4,30,0,0,1,2,21.8,Safe
0.2,0.3,0.3,0.1,18,1,0,1,1,23.24,Safe
0.2,0.1,0.3,0.7,50,1,0,1,2,38.6,Moderate
0.2,0.3,0.3,0.1,44,1,0,1,1,27.92,Safe
0.2,0.3,0.1,0.7,27,0,0,1,2,24.86,Safe
0.2,0.1,0.1,0.4,36,0,0,1,2,21.28,Safe
0.2,0.1,0.1,0.1,37,1,0,1,1,21.86,Safe
0.4,0.6,0.1,0.7,22,1,1,1,2,43.96,Moderate
0.7,0.3,0.3,1.0,70,0,1,4,3,64.4,Dangerous
0.2,0.1,0.3,0.7,37,0,0,2,3,34.66,Moderate
0.2,0.3,0.3,0.7,27,1,0,1,2,36.06,Moderate
0.2,0.3,0.3,1.0,16,1,0,2,3,44.08,Moderate
0.2,0.1,0.3,1.0,24,1,0,4,3,47.52,Moderate
0.4,0.1,0.1,1.0,33,1,0,4,3,49.54,Moderate
0.2,0.1,0.3,0.1,24,1,0,1,1,22.72,Safe
0.2,0.3,0.1,0.1,25,1,0,1,1,21.3,Safe
0.2,0.3,0.3,0.4,44,0,0,1,2,27.52,Safe
1.0,0.6,0.6,0.1,40,1,1,1,1,54.8,Moderate
0.2,0.1,0.3,0.4,47,0,0,1,2,26.46,Safe
0.2,0.3,0.3,0.1,20,1,0,1,1,23.6,Safe
0.7,0.6,1.0,0.1,27,1,1,1,1,53.46,Moderate
1.0,0.3,0.6,0.1,43,1,1,1,1,52.94,Moderate
0.4,0.3,0.1,0.1,37,0,0,1,1,19.06,Safe
0.2,0.1,0.1,0.4,47,0,0,1,2,23.26,Safe
0.2,0.1,0.3,0.7,38,0,0,2,3,34.84,Moderate
0.2,0.1,0.3,0.7,18,1,0,2,3,39.24,Moderate
0.2,0.3,0.6,1.0,45,1,0,4,3,57.7,Moderate
0.2,0.1,0.3,1.0,19,1,0,2,3,43.02,Moderate
1.0,0.6,0.3,1.0,55,0,1,4,3,69.5,Dangerous
1.0,1.0,0.6,0.4,39,1,1,1,2,65.42,Dangerous
0.4,1.0,0.3,1.0,27,0,1,2,3,53.26,Moderate
0.2,0.3,0.3,0.7,42,0,0,4,3,40.76,Moderate
0.2,0.3,0.3,1.0,39,1,0,2,3,48.22,Moderate
0.7,1.0,0.6,1.0,64,1,1,4,3,81.72,Dangerous
1.0,0.6,0.6,0.1,37,1,1,1,1,54.26,Moderate
0.2,0.3,0.3,0.1,46,0,0,1,1,20.28,Safe
1.0,1.0,0.1,0.1,49,0,1,1,1,43.62,Moderate
0.2,0.3,0.3,0.1,31,0,0,1,1,17.58,Safe
0.4,0.6,0.6,0.4,27,1,1,1,2,49.26,Moderate
0.7,0.3,0.3,0.4,52,1,1,1,2,51.96,Moderate
0.2,0.1,0.6,0.4,20,1,0,1,2,34.4,Moderate
0.2,0.3,0.1,0.1,34,0,0,1,1,14.92,Safe
0.2,0.3,0.3,0.1,39,0,0,1,1,19.02,Safe
0.7,1.0,1.0,0.7,28,1,1,1,2,68.04,Dangerous
1.0,1.0,0.6,0.1,51,1,1,1,1,59.98,Moderate
0.2,0.3,0.1,0.1,49,0,0,1,1,17.62,Safe
1.0,0.3,0.1,0.7,54,0,1,1,2,50.12,Moderate
0.2,0.3,0.1,1.0,60,0,0,4,3,44.4,Moderate
0.7,0.6,0.3,0.7,38,0,1,1,2,47.44,Moderate
0.2,0.1,0.3,1.0,33,1,0,4,3,49.14,Moderate
0.2,0.1,0.1,0.4,28,1,0,1,2,27.84,Safe
0.7,0.6,0.6,1.0,28,1,1,2,3,68.44,Dangerous
0.7,1.0,0.6,1.0,32,0,1,2,3,64.36,Dangerous
0.2,0.3,0.6,1.0,13,1,0,2,3,48.34,Moderate
0.2,0.1,0.6,0.4,20,1,0,1,2,34.4,Moderate
1.0,0.6,0.6,0.4,62,1,1,1,2,66.36,Dangerous
1.0,0.6,0.3,0.4,50,0,1,1,2,51.4,Moderate
0.2,0.3,0.6,0.1,23,1,0,1,1,28.94,Safe
0.4,0.1,0.3,0.4,35,0,0,1,2,27.9,Safe
0.2,0.3,0.6,0.4,47,1,0,1,2,40.86,Moderate
0.2,0.3,0.1,0.4,28,0,0,1,2,21.44,Safe
0.2,0.1,0.3,0.4,43,1,0,1,2,33.74,Moderate
0.7,0.3,0.3,0.7,55,0,1,1,2,48.1,Moderate
0.2,0.1,0.3,0.7,24,1,0,4,3,43.92,Moderate
0.4,1.0,0.1,0.4,39,0,1,1,2,38.62,Moderate
0.2,0.3,0.1,0.7,19,1,0,2,3,37.82,Moderate
0.2,0.1,0.3,1.0,35,0,0,4,3,41.5,Moderate
1.0,1.0,0.6,1.0,46,0,1,2,3,72.28,Dangerous
0.7,0.3,0.6,0.7,30,1,1,2,3,62.8,Dangerous
0.7,1.0,1.0,0.7,47,0,1,4,3,73.46,Dangerous
0.4,0.3,0.3,1.0,20,1,0,2,3,48.4,Moderate
0.2,0.3,0.1,1.0,36,0,0,4,3,40.08,Moderate
0.4,0.3,0.1,1.0,33,1,0,4,3,51.14,Moderate
0.2,0.1,0.3,1.0,44,0,0,4,3,43.12,Moderate
1.0,0.6,0.6,0.1,64,1,1,1,1,59.12,Moderate
0.2,0.3,0.1,0.1,28,1,0,1,1,21.84,Safe
0.2,0.3,0.1,0.7,30,0,0,1,2,25.4,Safe
0.2,0.1,0.6,0.1,25,1,0,1,1,27.7,Safe
0.2,0.1,0.3,0.1,47,0,0,1,1,18.86,Safe
0.2,0.1,0.1,0.1,25,0,0,1,1,11.7,Safe
0.2,0.3,0.1,0.4,31,0,0,1,2,21.98,Safe
0.2,0.3,0.3,0.1,46,0,0,1,1,20.28,Safe
0.4,0.1,0.1,0.7,35,0,0,1,2,28.3,Safe
0.4,0.3,0.1,0.1,44,1,0,1,1,28.32,Safe
1.0,1.0,0.3,0.4,57,0,1,1,2,55.86,Moderate
0.2,0.3,0.1,0.4,38,0,0,1,2,23.24,Safe
0.2,0.3,0.1,0.7,40,0,0,1,2,27.2,Safe
0.2,0.3,0.1,1.0,42,0,0,2,3,37.56,Moderate
0.2,0.1,0.1,0.7,31,0,0,2,3,30.38,Moderate
0.2,0.1,0.1,1.0,45,0,0,4,3,40.1,Moderate
0.2,0.3,0.3,1.0,58,0,0,4,3,47.24,Moderate
0.2,0.3,0.3,1.0,55,0,0,4,3,46.7,Moderate
0.2,0.3,0.3,1.0,17,1,0,2,3,44.26,Moderate
1.0,0.6,0.6,0.7,62,0,1,4,3,71.96,Dangerous
0.2,0.3,0.3,0.1,21,1,0,1,1,23.78,Safe
0.2,0.3,0.6,0.1,25,1,0,1,1,29.3,Safe
1.0,1.0,0.3,0.7,64,1,1,1,2,68.72,Dangerous
0.7,1.0,0.6,0.7,50,0,1,1,2,57.6,Moderate
1.0,1.0,0.1,0.4,57,0,1,1,2,52.66,Moderate
0.7,1.0,0.6,0.4,32,1,1,1,2,58.76,Moderate
1.0,1.0,0.3,0.4,46,0,1,1,2,53.88,Moderate
0.2,0.3,0.1,0.4,30,0,0,1,2,21.8,Safe
0.2,0.3,0.1,1.0,60,0,0,4,3,44.4,Moderate
0.2,0.3,0.3,0.7,42,0,0,4,3,40.76,Moderate
1.0,1.0,0.3,0.7,44,1,1,1,2,65.12,Dangerous
0.4,0.1,0.3,0.4,24,1,0,1,2,33.92,Moderate
0.7,0.3,0.3,0.1,41,0,1,1,1,34.38,Moderate
0.2,0.3,0.3,0.1,43,0,0,1,1,19.74,Safe
0.7,0.6,0.6,0.4,35,1,1,1,2,56.1,Moderate
0.2,0.1,0.3,0.1,24,1,0,1,1,22.72,Safe
0.4,0.6,0.6,0.1,25,1,1,1,1,41.3,Moderate
1.0,0.3,0.3,0.4,64,0,1,1,2,51.52,Moderate
0.2,0.3,0.3,0.4,46,1,0,1,2,35.88,Moderate
0.2,0.3,0.3,0.4,23,1,0,1,2,31.74,Moderate
0.2,0.1,0.1,1.0,25,0,0,2,3,32.9,Moderate
0.2,0.1,0.3,1.0,58,1,0,4,3,53.64,Moderate
0.4,0.6,0.3,1.0,42,0,1,4,3,56.36,Moderate
0.2,0.3,0.1,0.7,43,0,0,4,3,37.74,Moderate
0.2,0.1,0.1,0.7,49,0,0,4,3,37.22,Moderate
0.2,0.3,0.1,1.0,28,0,0,2,3,35.04,Moderate
0.2,0.1,0.6,1.0,57,1,0,4,3,58.26,Moderate
0.2,0.3,0.6,0.7,22,1,0,2,3,46.36,Moderate
0.4,0.1,0.1,0.7,25,1,0,2,3,40.9,Moderate
0.2,0.1,0.6,0.7,44,1,0,4,3,52.32,Moderate
0.2,0.3,0.1,0.1,44,0,0,1,1,16.72,Safe
1.0,0.3,0.3,0.4,54,0,1,1,2,49.72,Moderate
1.0,0.3,0.3,0.7,66,1,1,1,2,63.48,Dangerous
0.4,0.3,0.6,0.4,25,1,0,1,2,40.5,Moderate
0.2,0.3,0.3,0.1,23,1,0,1,1,24.14,Safe
0.2,0.1,0.1,0.1,19,1,0,1,1,18.62,Safe
0.2,0.1,0.6,0.4,43,1,0,1,2,38.54,Moderate
0.2,0.3,0.1,0.1,35,1,0,1,1,23.1,Safe
1.0,0.6,0.6,0.1,58,1,1,1,1,58.04,Moderate
0.2,0.3,0.1,0.4,42,0,0,1,2,23.96,Safe
0.2,0.3,0.3,0.7,25,1,0,1,2,35.7,Moderate
0.4,0.6,0.1,0.4,22,1,1,1,2,40.36,Moderate
0.7,1.0,0.6,0.1,32,1,1,1,1,51.16,Moderate
0.2,0.3,0.1,0.4,36,0,0,1,2,22.88,Safe
0.2,0.3,0.1,0.4,26,1,0,1,2,29.08,Safe
0.7,0.6,1.0,0.1,56,1,1,1,1,58.68,Moderate
0.2,0.3,0.1,0.1,44,0,0,1,1,16.72,Safe
0.2,0.3,0.1,0.4,41,0,0,1,2,23.78,Safe
0.4,0.3,0.1,0.1,50,0,1,1,1,27.4,Safe
0.4,0.3,0.1,0.1,37,0,0,1,1,19.06,Safe
0.2,0.3,0.3,1.0,29,1,0,4,3,50.02,Moderate
0.2,0.1,0.3,1.0,28,0,0,2,3,36.64,Moderate
1.0,0.6,1.0,1.0,64,0,1,4,3,82.32,Dangerous
1.0,0.3,0.3,1.0,57,0,1,4,3,67.46,Dangerous
0.2,0.3,0.3,1.0,14,1,0,2,3,43.72,Moderate
0.2,0.1,0.1,1.0,35,0,0,4,3,38.3,Moderate
0.2,0.1,0.3,0.7,52,0,0,4,3,40.96,Moderate
0.4,0.3,0.1,1.0,29,0,0,2,3,38.82,Moderate
0.4,0.1,0.1,0.4,33,0,0,1,2,24.34,Safe
0.4,0.6,0.1,0.1,39,0,1,1,1,27.82,Safe
0.2,0.3,0.3,0.7,44,1,0,4,3,49.12,Moderate
0.2,0.1,0.1,0.7,42,0,0,2,3,32.36,Moderate
0.2,0.3,0.1,0.7,30,0,0,1,2,25.4,Safe
0.7,0.3,0.6,0.4,48,0,1,1,2,48.04,Moderate
0.4,0.3,0.1,0.4,51,0,0,1,2,29.18,Safe
0.2,0.3,0.3,0.7,16,1,0,1,2,34.08,Moderate
0.2,0.3,0.3,0.4,16,1,0,1,2,30.48,Moderate
